race,stench,sound,heat,intelligence,height,weight,strength,alignment,flight,bribe
halfling,9,9,15,13,151,102,177,good,0,
lizard,15,13,2,8,217,141,804,evil,0,
human,14,13,12,24,222,104,337,neutral,0,154.0
halfling,14,4,14,9,125,78,140,good,0,
wingedrat,11,15,11,10,136,217,1022,evil,1,
human,13,11,16,22,220,101,316,neutral,0,148.0
lizard,21,16,4,5,220,107,705,evil,0,
halfling,10,12,13,12,132,123,189,good,0,
wingedrat,16,12,10,15,176,177,995,evil,1,
wingedrat,14,9,10,12,145,194,938,evil,1,
human,10,10,15,19,216,116,353,neutral,0,142.0
human,10,12,14,23,217,113,322,neutral,0,156.0
orc,20,20,13,12,359,307,2203,evil,0,
wingedrat,13,16,18,6,151,176,873,evil,1,
wingedrat,21,16,18,9,151,185,865,evil,1,
wingedrat,17,14,17,9,172,180,907,evil,1,
lizard,21,10,5,11,210,141,856,evil,0,
orc,19,14,11,5,331,288,2027,evil,0,
orc,21,17,16,6,338,313,2200,evil,0,
wingedrat,15,15,11,13,164,220,1017,evil,1,
halfling,10,8,12,12,132,97,163,good,0,
halfling,15,15,11,18,127,87,150,good,0,
wingedrat,18,18,11,10,127,221,1003,evil,1,
orc,18,22,10,3,355,371,2542,evil,0,
human,9,17,10,16,226,113,348,neutral,0,142.0
halfling,8,9,8,14,157,101,179,good,0,
lizard,14,13,0,17,224,112,818,evil,0,
orc,22,19,13,10,381,290,2115,evil,0,
wingedrat,14,18,16,18,170,204,994,evil,1,
halfling,13,8,13,10,117,90,148,good,0,
wingedrat,10,17,13,12,145,209,963,evil,1,
human,11,10,12,15,229,109,333,neutral,0,136.0
human,17,13,6,16,205,113,326,neutral,0,126.0
halfling,14,10,12,13,142,84,155,good,0,
human,12,8,11,18,234,90,311,neutral,0,136.0
human,11,13,10,22,197,110,308,neutral,0,151.0
wingedrat,15,14,14,7,165,202,982,evil,1,
human,16,13,3,23,201,104,300,neutral,0,149.0
wingedrat,13,16,17,13,154,217,1053,evil,1,
human,17,12,15,22,201,106,314,neutral,0,145.0
orc,17,12,6,16,340,308,2221,evil,0,
lizard,21,17,2,12,220,143,890,evil,0,
lizard,19,17,-4,13,219,126,811,evil,0,
human,12,15,14,21,202,108,299,neutral,0,149.0
wingedrat,15,8,12,15,165,197,995,evil,1,
halfling,16,5,16,19,112,84,140,good,0,
lizard,14,15,-2,17,221,125,801,evil,0,
wingedrat,17,20,16,14,176,196,1007,evil,1,
orc,18,20,9,13,337,363,2397,evil,0,
orc,21,28,8,10,349,360,2399,evil,0,
human,12,12,16,18,221,106,329,neutral,0,138.0
orc,18,16,6,8,335,338,2278,evil,0,
orc,21,16,13,10,330,355,2349,evil,0,
orc,21,17,12,10,361,316,2237,evil,0,
lizard,18,15,5,7,215,140,903,evil,0,
halfling,14,7,9,12,132,93,159,good,0,
orc,23,16,15,10,355,314,2251,evil,0,
halfling,15,8,15,15,103,100,151,good,0,
lizard,14,11,4,13,194,129,762,evil,0,
human,16,11,7,21,237,103,338,neutral,0,145.0
orc,22,14,11,12,369,341,2352,evil,0,
orc,23,20,6,14,331,306,2247,evil,0,
lizard,20,18,0,11,208,125,794,evil,0,
wingedrat,17,18,12,9,163,238,1139,evil,1,
wingedrat,16,13,17,9,144,219,1009,evil,1,
wingedrat,15,12,19,13,179,173,972,evil,1,
human,11,15,11,20,212,113,335,neutral,0,144.0
orc,19,19,11,7,313,317,2086,evil,0,
human,12,15,8,18,237,104,334,neutral,0,140.0
lizard,17,15,-4,8,227,134,843,evil,0,
halfling,9,5,13,16,145,113,185,good,0,
orc,23,21,7,5,350,366,2484,evil,0,
wingedrat,12,12,18,13,161,189,960,evil,1,
lizard,19,12,-6,9,224,129,839,evil,0,
orc,18,24,9,12,330,348,2310,evil,0,
human,11,15,16,21,215,113,329,neutral,0,150.0
orc,17,11,11,10,339,334,2206,evil,0,
lizard,14,11,5,14,219,131,840,evil,0,
wingedrat,15,16,14,12,157,236,1092,evil,1,
wingedrat,14,13,17,13,155,211,1032,evil,1,
orc,19,14,10,5,341,313,2180,evil,0,
wingedrat,15,18,10,11,153,214,1007,evil,1,
wingedrat,19,10,11,13,151,246,1144,evil,1,
orc,25,20,11,8,347,345,2359,evil,0,
orc,24,23,7,5,340,351,2337,evil,0,
wingedrat,16,12,13,8,170,170,863,evil,1,
human,16,18,14,24,217,97,299,neutral,0,152.0
lizard,18,11,4,9,228,126,808,evil,0,
lizard,24,9,9,10,223,118,845,evil,0,
halfling,11,15,10,15,120,93,153,good,0,
wingedrat,14,14,18,9,159,214,1035,evil,1,
halfling,9,13,14,15,119,140,199,good,0,
halfling,14,8,13,15,139,107,176,good,0,
human,17,9,9,13,213,93,304,neutral,0,123.0
halfling,8,13,8,12,156,107,185,good,0,
human,10,7,14,17,216,104,312,neutral,0,140.0
wingedrat,8,21,6,11,165,227,1108,evil,1,
wingedrat,15,20,17,17,159,209,1003,evil,1,
human,15,12,16,18,213,100,316,neutral,0,140.0
halfling,13,8,11,17,135,125,192,good,0,
wingedrat,11,16,14,9,146,228,1111,evil,1,
human,10,12,12,23,234,101,329,neutral,0,153.0
wingedrat,13,21,18,14,148,253,1131,evil,1,
wingedrat,13,10,17,3,175,189,978,evil,1,
halfling,11,15,13,8,126,118,181,good,0,
halfling,9,10,12,15,140,88,158,good,0,
human,11,17,14,23,226,112,339,neutral,0,155.0
human,17,5,12,17,224,110,333,neutral,0,132.0
orc,21,22,9,7,338,335,2162,evil,0,
lizard,20,12,6,8,230,135,904,evil,0,
human,16,14,12,15,217,111,329,neutral,0,127.0
halfling,12,8,16,11,124,124,186,good,0,
human,7,12,13,16,214,112,323,neutral,0,140.0
wingedrat,18,16,12,10,173,234,1139,evil,1,
halfling,10,14,12,12,130,96,161,good,0,
wingedrat,16,17,19,11,153,257,1198,evil,1,
halfling,12,11,9,13,131,111,176,good,0,
wingedrat,14,21,13,8,166,191,965,evil,1,
wingedrat,12,17,10,13,154,213,1034,evil,1,
halfling,13,7,12,13,111,97,152,good,0,
human,8,13,11,19,214,102,317,neutral,0,145.0
orc,22,24,11,14,356,358,2469,evil,0,
orc,19,20,5,15,317,326,2124,evil,0,
halfling,13,7,9,15,126,111,174,good,0,
halfling,10,12,10,15,154,95,172,good,0,
orc,11,15,4,7,352,313,2165,evil,0,
halfling,14,11,17,15,138,112,181,good,0,
lizard,20,13,3,14,214,141,855,evil,0,
lizard,18,9,2,11,223,102,785,evil,0,
human,6,16,13,20,202,97,296,neutral,0,151.0
halfling,12,9,12,19,119,103,162,good,0,
halfling,16,12,13,14,130,134,199,good,0,
human,12,13,14,20,233,103,329,neutral,0,145.0
wingedrat,14,12,21,16,153,199,1027,evil,1,
halfling,13,11,10,13,125,101,163,good,0,
human,7,14,15,22,226,96,310,neutral,0,151.0
halfling,10,10,12,14,137,109,177,good,0,
halfling,16,12,14,12,146,100,173,good,0,
human,13,11,14,18,239,102,317,neutral,0,136.0
wingedrat,12,15,11,13,149,210,1015,evil,1,
human,15,8,15,16,201,108,321,neutral,0,132.0
halfling,14,10,10,12,153,117,193,good,0,
human,11,10,11,18,222,84,295,neutral,0,143.0
human,15,14,13,25,227,109,336,neutral,0,150.0
wingedrat,14,21,10,10,170,204,1023,evil,1,
halfling,14,2,13,20,134,126,193,good,0,
halfling,15,11,17,15,132,90,156,good,0,
halfling,15,16,18,12,133,98,164,good,0,
human,14,12,7,8,230,95,317,neutral,0,119.0
halfling,16,11,15,14,131,87,152,good,0,
wingedrat,16,13,15,16,171,222,1038,evil,1,
human,11,12,9,16,219,102,316,neutral,0,139.0
lizard,19,13,2,11,220,129,861,evil,0,
halfling,13,6,9,18,99,99,148,good,0,
human,10,12,11,19,234,112,333,neutral,0,143.0
lizard,14,21,0,11,219,120,784,evil,0,
lizard,20,18,3,13,202,126,785,evil,0,
halfling,16,11,16,12,135,94,161,good,0,
wingedrat,9,11,17,13,151,205,1010,evil,1,
lizard,15,15,3,7,212,126,776,evil,0,
orc,23,19,4,4,343,329,2180,evil,0,
halfling,10,8,14,14,125,125,187,good,0,
human,14,16,9,25,227,111,346,neutral,0,156.0
human,14,7,13,18,211,107,317,neutral,0,141.0
human,16,14,14,23,217,119,344,neutral,0,151.0
wingedrat,13,13,16,11,155,187,946,evil,1,
orc,17,13,9,5,336,360,2326,evil,0,
wingedrat,16,16,12,10,173,178,967,evil,1,
orc,20,19,7,15,360,344,2304,evil,0,
halfling,15,9,12,15,136,81,149,good,0,
wingedrat,11,18,18,9,164,245,1163,evil,1,
wingedrat,15,13,12,13,148,215,1006,evil,1,
wingedrat,17,18,19,14,149,190,934,evil,1,
human,9,9,16,17,211,103,313,neutral,0,141.0
orc,17,19,10,10,355,310,2244,evil,0,
orc,17,20,7,8,322,317,2167,evil,0,
orc,24,20,7,11,373,323,2260,evil,0,
halfling,11,13,10,13,143,93,164,good,0,
orc,19,15,8,9,336,347,2361,evil,0,
halfling,10,2,15,15,136,112,180,good,0,
human,13,9,12,12,242,95,325,neutral,0,124.0
orc,20,22,1,13,332,309,2072,evil,0,
wingedrat,13,15,15,7,137,238,1048,evil,1,
wingedrat,19,12,15,13,161,158,848,evil,1,
halfling,14,7,14,4,132,109,175,good,0,
lizard,19,13,-2,15,218,110,813,evil,0,
halfling,16,8,9,15,130,110,175,good,0,
orc,16,25,11,7,329,304,2147,evil,0,
lizard,13,14,9,14,236,132,843,evil,0,
lizard,20,14,11,9,234,131,877,evil,0,
orc,27,21,14,7,311,326,2149,evil,0,
wingedrat,16,13,14,8,169,186,935,evil,1,
lizard,15,13,3,11,219,131,852,evil,0,
lizard,18,18,-12,15,211,115,813,evil,0,
orc,19,21,10,11,360,315,2226,evil,0,
lizard,20,17,4,14,219,133,833,evil,0,
orc,20,21,12,12,350,325,2350,evil,0,
wingedrat,12,19,13,14,151,214,1046,evil,1,
wingedrat,18,9,7,11,150,226,1050,evil,1,
halfling,14,14,10,17,149,97,171,good,0,
orc,15,23,11,7,324,316,2156,evil,0,
lizard,12,12,-9,8,213,127,814,evil,0,
halfling,6,16,11,15,127,115,178,good,0,
wingedrat,21,13,14,12,165,214,1057,evil,1,
wingedrat,14,16,13,14,172,220,1056,evil,1,
orc,27,19,6,8,313,335,2192,evil,0,
human,14,10,13,19,224,89,290,neutral,0,137.0
human,9,16,8,23,224,86,291,neutral,0,155.0
human,13,8,13,21,216,94,302,neutral,0,140.0
lizard,18,13,8,10,227,125,812,evil,0,
halfling,14,11,15,14,109,94,148,good,0,
wingedrat,15,15,12,14,170,233,1094,evil,1,
wingedrat,16,17,17,9,162,202,971,evil,1,
lizard,14,13,2,12,241,116,847,evil,0,
wingedrat,17,17,13,8,143,229,1065,evil,1,
lizard,21,19,-5,17,236,125,804,evil,0,
halfling,12,12,11,9,121,104,164,good,0,
lizard,18,11,3,14,223,132,818,evil,0,
human,10,12,10,20,247,103,346,neutral,0,147.0
orc,26,20,9,8,320,331,2291,evil,0,
halfling,14,10,9,12,117,98,156,good,0,
orc,20,28,12,8,324,343,2304,evil,0,
orc,15,26,13,8,316,338,2205,evil,0,
wingedrat,14,7,19,14,152,212,979,evil,1,
orc,18,16,9,6,318,330,2148,evil,0,
halfling,11,9,12,22,112,113,169,good,0,
lizard,18,13,-4,15,218,128,823,evil,0,
halfling,15,7,14,8,116,85,143,good,0,
halfling,7,11,15,11,140,85,155,good,0,
wingedrat,15,19,14,16,172,187,920,evil,1,
wingedrat,15,13,21,17,152,191,913,evil,1,
human,14,15,12,19,215,91,296,neutral,0,142.0
wingedrat,11,12,12,10,153,211,1015,evil,1,
human,10,14,11,14,206,97,301,neutral,0,140.0
human,13,6,10,20,207,103,312,neutral,0,142.0
orc,18,24,12,8,350,348,2325,evil,0,
wingedrat,11,17,10,16,147,177,894,evil,1,
lizard,18,16,2,12,227,124,858,evil,0,
halfling,13,7,12,12,112,101,157,good,0,
orc,17,23,14,7,333,317,2233,evil,0,
wingedrat,10,15,11,17,161,178,925,evil,1,
human,8,10,14,25,202,102,312,neutral,0,164.0
lizard,18,21,1,10,210,130,859,evil,0,
human,9,16,11,18,248,93,326,neutral,0,146.0
wingedrat,14,13,15,12,167,213,1070,evil,1,
halfling,6,10,10,15,116,95,153,good,0,
human,13,12,16,16,236,108,341,neutral,0,135.0
lizard,16,15,7,15,221,124,826,evil,0,
lizard,20,13,1,17,219,145,833,evil,0,
halfling,16,10,7,19,92,131,177,good,0,
lizard,18,12,6,14,228,138,868,evil,0,
halfling,8,8,12,16,126,111,174,good,0,
lizard,13,13,0,15,225,144,950,evil,0,
human,10,12,17,22,224,119,342,neutral,0,154.0
orc,20,26,7,11,356,321,2259,evil,0,
halfling,10,8,11,17,130,93,158,good,0,
human,15,10,10,14,224,102,328,neutral,0,132.0
wingedrat,19,16,19,12,184,211,1019,evil,1,
lizard,13,20,2,10,232,127,917,evil,0,
orc,19,26,11,10,354,313,2231,evil,0,
orc,24,17,11,10,353,318,2266,evil,0,
wingedrat,13,18,14,11,162,196,977,evil,1,
lizard,19,8,9,6,229,139,900,evil,0,
human,10,7,11,24,219,108,327,neutral,0,157.0
orc,22,21,13,7,346,318,2226,evil,0,
human,10,7,14,16,232,110,345,neutral,0,136.0
orc,17,26,9,13,316,305,2083,evil,0,
halfling,13,6,12,14,125,81,143,good,0,
lizard,14,13,-8,12,211,140,914,evil,0,
human,10,13,13,19,229,99,321,neutral,0,144.0
wingedrat,16,8,18,13,152,176,835,evil,1,
halfling,10,10,11,17,130,112,177,good,0,
human,14,15,12,20,225,119,347,neutral,0,144.0
wingedrat,16,20,18,9,147,219,998,evil,1,
orc,14,18,6,17,325,346,2308,evil,0,
human,10,12,16,17,210,84,292,neutral,0,141.0
lizard,15,19,4,9,230,126,854,evil,0,
orc,23,14,16,12,314,322,2142,evil,0,
human,12,13,9,19,242,101,331,neutral,0,143.0
halfling,14,14,13,14,139,96,165,good,0,
wingedrat,18,13,18,13,149,207,1005,evil,1,
lizard,20,17,-3,10,224,128,838,evil,0,
orc,24,20,11,11,347,313,2144,evil,0,
halfling,15,9,18,13,150,110,185,good,0,
halfling,14,12,11,16,133,110,176,good,0,
human,11,12,9,18,226,101,307,neutral,0,144.0
wingedrat,18,12,11,11,158,228,1107,evil,1,
human,7,14,11,19,206,108,320,neutral,0,150.0
wingedrat,15,9,17,15,136,234,1062,evil,1,
human,15,12,11,17,224,119,349,neutral,0,134.0
orc,18,11,12,7,350,300,2141,evil,0,
orc,17,22,7,13,343,341,2265,evil,0,
orc,23,20,10,11,308,326,2157,evil,0,
orc,16,24,9,6,315,330,2181,evil,0,
orc,17,16,15,3,306,323,2159,evil,0,
lizard,15,11,5,8,210,130,818,evil,0,
lizard,20,18,6,7,214,114,770,evil,0,
human,18,11,17,22,222,114,339,neutral,0,145.0
halfling,16,8,17,14,113,76,132,good,0,
lizard,11,18,-2,10,214,139,847,evil,0,
halfling,12,9,13,11,123,74,135,good,0,
human,10,10,8,17,204,105,301,neutral,0,138.0
orc,23,14,7,7,311,321,2164,evil,0,
human,14,15,9,27,225,103,326,neutral,0,160.0
orc,25,22,11,10,340,331,2190,evil,0,
wingedrat,14,14,16,17,161,190,962,evil,1,
orc,17,21,11,6,338,343,2192,evil,0,
lizard,16,18,2,10,224,127,843,evil,0,
orc,22,18,8,10,300,308,2071,evil,0,
orc,18,15,10,8,350,309,2136,evil,0,
lizard,22,19,-2,12,223,128,872,evil,0,
orc,21,24,10,8,322,334,2300,evil,0,
wingedrat,18,12,18,17,159,236,1108,evil,1,
lizard,20,19,3,18,219,114,757,evil,0,
wingedrat,14,13,19,17,159,212,1021,evil,1,
lizard,19,11,-1,13,218,110,760,evil,0,
human,13,13,10,21,222,108,329,neutral,0,145.0
lizard,20,17,3,13,227,134,851,evil,0,
halfling,12,15,8,13,144,111,183,good,0,
human,15,15,11,17,229,103,328,neutral,0,133.0
wingedrat,18,14,12,15,177,193,980,evil,1,
orc,21,21,7,10,355,340,2291,evil,0,
lizard,19,9,6,15,216,121,815,evil,0,
wingedrat,13,21,17,10,176,226,1108,evil,1,
wingedrat,12,17,9,6,174,176,887,evil,1,
wingedrat,11,11,18,17,142,249,1125,evil,1,
human,13,14,11,20,243,107,344,neutral,0,145.0
orc,19,23,12,9,307,328,2158,evil,0,
human,9,10,17,14,199,111,312,neutral,0,136.0
human,9,13,12,19,245,104,339,neutral,0,145.0
lizard,16,13,0,10,224,132,865,evil,0,
wingedrat,15,13,13,10,148,198,920,evil,1,
orc,17,23,9,5,350,339,2287,evil,0,
halfling,10,11,16,11,142,80,151,good,0,
wingedrat,15,19,11,13,161,219,1029,evil,1,
lizard,18,14,-2,15,208,131,816,evil,0,
wingedrat,17,15,11,16,151,228,1053,evil,1,
orc,22,15,15,8,327,298,2140,evil,0,
human,12,15,16,26,232,104,331,neutral,0,159.0
orc,21,17,8,9,331,327,2108,evil,0,
wingedrat,19,20,19,14,151,232,1085,evil,1,
human,14,11,11,22,213,90,289,neutral,0,148.0
lizard,17,11,-4,17,223,122,770,evil,0,
wingedrat,9,17,19,13,182,180,938,evil,1,
orc,23,20,15,11,359,286,2024,evil,0,
halfling,10,15,11,12,124,106,168,good,0,
wingedrat,16,17,16,11,138,176,838,evil,1,
orc,28,20,8,11,338,288,2042,evil,0,
human,6,15,13,17,213,75,278,neutral,0,146.0
halfling,10,15,17,22,111,114,169,good,0,
wingedrat,19,21,18,9,143,230,1050,evil,1,
human,18,14,12,27,229,110,331,neutral,0,154.0
halfling,16,10,16,15,124,119,181,good,0,
lizard,16,20,8,8,231,136,854,evil,0,
human,10,9,13,17,218,109,331,neutral,0,138.0
wingedrat,16,18,16,9,142,228,1071,evil,1,
lizard,18,14,5,13,225,164,931,evil,0,
lizard,12,14,0,18,246,136,911,evil,0,
orc,22,21,9,7,345,300,2153,evil,0,
human,10,11,15,22,231,95,317,neutral,0,151.0
orc,17,19,13,14,323,308,2065,evil,0,
wingedrat,12,17,16,14,148,231,1066,evil,1,
wingedrat,17,18,9,8,151,217,991,evil,1,
human,16,12,12,18,220,125,361,neutral,0,132.0
lizard,14,16,4,10,218,96,703,evil,0,
lizard,20,11,3,15,222,143,864,evil,0,
orc,21,22,5,10,361,348,2372,evil,0,
human,17,15,13,18,244,107,355,neutral,0,139.0
lizard,21,15,1,13,227,145,965,evil,0,
human,14,11,16,21,211,115,336,neutral,0,142.0
wingedrat,12,16,9,17,171,197,980,evil,1,
lizard,15,14,3,13,227,81,672,evil,0,
lizard,13,17,-1,12,216,135,848,evil,0,
human,14,13,14,18,227,90,292,neutral,0,138.0
halfling,10,7,12,13,128,102,166,good,0,
lizard,18,13,1,9,206,129,797,evil,0,
human,10,15,16,27,229,117,328,neutral,0,166.0
human,12,8,6,26,230,108,330,neutral,0,157.0
wingedrat,17,16,15,11,166,196,971,evil,1,
human,12,10,15,11,203,96,295,neutral,0,126.0
lizard,19,14,-1,14,221,108,726,evil,0,
human,15,12,14,23,217,106,327,neutral,0,148.0
human,13,17,12,23,227,108,336,neutral,0,151.0
orc,13,25,8,8,383,303,2180,evil,0,
lizard,9,16,1,11,213,124,837,evil,0,
orc,23,20,9,3,314,311,2090,evil,0,
lizard,15,12,1,14,216,126,813,evil,0,
wingedrat,17,13,12,14,159,170,871,evil,1,
orc,17,23,10,1,287,341,2157,evil,0,
lizard,19,15,10,14,206,102,740,evil,0,
human,13,12,8,23,198,107,311,neutral,0,147.0
human,14,11,15,25,219,96,303,neutral,0,158.0
lizard,22,20,0,11,228,130,832,evil,0,
wingedrat,16,15,16,10,172,207,1031,evil,1,
wingedrat,13,18,16,11,154,218,1046,evil,1,
lizard,16,10,2,13,225,132,866,evil,0,
wingedrat,17,19,18,14,176,208,997,evil,1,
orc,17,14,15,2,334,339,2289,evil,0,
halfling,12,13,9,17,119,94,153,good,0,
human,10,15,14,16,219,101,310,neutral,0,138.0
orc,20,14,10,9,336,348,2326,evil,0,
orc,15,21,11,7,341,318,2206,evil,0,
halfling,12,15,11,16,117,107,165,good,0,
orc,17,15,13,10,319,348,2287,evil,0,
human,11,11,12,21,200,103,309,neutral,0,147.0
human,16,9,14,24,221,105,316,neutral,0,149.0
halfling,13,9,15,12,139,94,163,good,0,
wingedrat,14,18,14,13,167,183,954,evil,1,
human,7,16,11,25,199,103,303,neutral,0,161.0
halfling,12,8,16,13,129,103,167,good,0,
wingedrat,16,17,14,13,172,191,977,evil,1,
human,14,15,15,18,223,95,302,neutral,0,140.0
human,9,14,10,19,213,116,333,neutral,0,143.0
halfling,10,7,9,6,105,77,129,good,0,
orc,26,16,6,10,326,313,2171,evil,0,
human,10,4,12,21,199,100,295,neutral,0,148.0
halfling,15,11,12,15,104,121,173,good,0,
wingedrat,17,16,16,9,153,186,909,evil,1,
lizard,20,15,2,15,213,126,829,evil,0,
lizard,18,15,0,15,217,126,826,evil,0,
wingedrat,17,12,17,15,142,207,973,evil,1,
lizard,16,14,-1,14,233,115,835,evil,0,
orc,21,17,8,10,342,307,2181,evil,0,
lizard,16,15,-1,14,210,119,769,evil,0,
halfling,12,12,14,15,134,126,193,good,0,
human,13,13,13,20,217,102,319,neutral,0,147.0
orc,28,11,10,8,341,322,2156,evil,0,
halfling,11,11,10,22,133,110,176,good,0,
human,9,12,15,23,211,101,296,neutral,0,152.0
human,12,14,8,22,229,108,341,neutral,0,151.0
halfling,12,10,15,15,138,94,163,good,0,
lizard,13,11,8,15,229,113,783,evil,0,
human,13,11,11,20,196,96,295,neutral,0,140.0
lizard,21,14,4,15,214,143,906,evil,0,
lizard,19,12,-6,12,233,135,884,evil,0,
halfling,13,10,9,9,104,81,133,good,0,
orc,15,24,12,11,348,348,2389,evil,0,
orc,18,15,10,6,341,309,2242,evil,0,
human,13,6,12,16,216,108,329,neutral,0,131.0
orc,22,19,12,15,353,317,2264,evil,0,
wingedrat,12,14,13,16,154,155,780,evil,1,
human,12,9,12,19,204,91,283,neutral,0,140.0
wingedrat,13,20,11,14,143,200,972,evil,1,
human,10,11,13,19,207,94,297,neutral,0,143.0
lizard,17,15,8,16,217,144,885,evil,0,
halfling,9,6,11,8,120,99,159,good,0,
wingedrat,14,9,18,11,166,186,889,evil,1,
lizard,19,13,8,14,223,136,882,evil,0,
wingedrat,17,14,16,11,138,190,907,evil,1,
wingedrat,20,17,13,12,163,182,885,evil,1,
lizard,14,12,5,14,215,121,772,evil,0,
lizard,19,17,0,13,221,124,807,evil,0,
wingedrat,10,14,17,14,162,197,983,evil,1,
wingedrat,19,11,9,11,161,181,902,evil,1,
wingedrat,13,16,11,12,155,209,981,evil,1,
wingedrat,15,15,15,15,148,202,957,evil,1,
human,10,14,17,23,220,116,336,neutral,0,155.0
orc,18,25,11,4,334,343,2312,evil,0,
lizard,15,18,-1,8,227,127,846,evil,0,
human,18,14,10,16,233,108,347,neutral,0,128.0
human,15,13,14,18,221,115,354,neutral,0,141.0
orc,22,15,10,5,339,311,2204,evil,0,
halfling,11,10,12,11,131,94,159,good,0,
wingedrat,12,16,18,13,160,193,945,evil,1,
human,13,15,10,18,224,95,304,neutral,0,139.0
halfling,14,7,8,21,121,93,153,good,0,
halfling,10,11,12,12,113,116,172,good,0,
orc,18,21,8,4,300,337,2252,evil,0,
halfling,13,5,18,16,143,105,176,good,0,
halfling,15,13,12,20,139,119,188,good,0,
lizard,19,12,11,12,216,124,812,evil,0,
orc,15,18,9,7,337,317,2272,evil,0,
wingedrat,22,19,16,13,157,207,946,evil,1,
wingedrat,15,18,16,14,158,196,951,evil,1,
halfling,14,9,9,13,129,130,194,good,0,
orc,17,13,5,13,355,306,2141,evil,0,
lizard,19,13,3,11,212,134,870,evil,0,
orc,25,26,10,13,325,333,2169,evil,0,
halfling,14,15,7,17,132,75,141,good,0,
wingedrat,18,17,12,11,146,223,1012,evil,1,
human,10,14,10,17,212,105,312,neutral,0,137.0
human,14,11,12,23,221,97,308,neutral,0,150.0
halfling,12,10,13,13,137,88,156,good,0,
wingedrat,17,12,17,9,173,193,985,evil,1,
human,9,13,13,21,205,91,291,neutral,0,151.0
wingedrat,15,19,15,14,156,164,861,evil,1,
lizard,13,11,5,12,209,109,762,evil,0,
wingedrat,18,12,19,7,139,211,1000,evil,1,
lizard,21,11,2,15,216,106,716,evil,0,
human,10,11,12,16,210,96,300,neutral,0,138.0
halfling,14,2,15,15,128,120,184,good,0,
halfling,13,13,12,15,119,103,162,good,0,
lizard,16,15,4,8,212,111,768,evil,0,
lizard,22,11,5,10,214,122,787,evil,0,
human,15,15,16,23,207,95,292,neutral,0,150.0
orc,21,17,10,6,324,293,2132,evil,0,
lizard,16,14,-1,17,204,128,736,evil,0,
lizard,18,16,0,13,212,123,823,evil,0,
wingedrat,15,18,18,9,186,204,1039,evil,1,
wingedrat,13,8,16,9,167,199,1033,evil,1,
lizard,16,6,2,10,229,131,857,evil,0,
lizard,16,11,2,10,207,133,839,evil,0,
wingedrat,10,9,12,14,141,218,995,evil,1,
human,15,13,13,25,229,95,316,neutral,0,150.0
human,13,8,14,12,238,103,322,neutral,0,125.0
human,9,14,11,19,231,98,309,neutral,0,144.0
wingedrat,11,14,19,14,159,182,921,evil,1,
orc,26,20,7,5,312,318,2209,evil,0,
lizard,20,13,11,11,223,125,833,evil,0,
human,8,14,16,21,208,97,306,neutral,0,149.0
orc,17,19,10,2,307,316,2214,evil,0,
halfling,12,5,16,11,140,101,171,good,0,
halfling,10,13,13,15,143,117,188,good,0,
lizard,19,15,3,7,215,131,841,evil,0,
lizard,20,14,7,9,201,137,835,evil,0,
halfling,14,7,13,9,129,98,162,good,0,
lizard,17,13,6,16,206,140,848,evil,0,
orc,23,23,14,9,347,335,2225,evil,0,
human,14,12,14,21,228,96,308,neutral,0,142.0
orc,20,24,6,5,349,336,2356,evil,0,
wingedrat,13,13,15,18,138,197,907,evil,1,
wingedrat,16,18,12,17,155,191,1023,evil,1,
lizard,12,17,-3,6,219,132,856,evil,0,
orc,15,27,9,11,297,276,1836,evil,0,
wingedrat,18,14,19,10,137,212,1022,evil,1,
wingedrat,18,19,16,15,171,195,969,evil,1,
halfling,12,5,10,14,121,111,171,good,0,
orc,17,19,9,7,335,289,1980,evil,0,
halfling,11,12,10,11,140,111,181,good,0,
lizard,16,14,0,12,212,126,844,evil,0,
orc,19,18,10,15,330,355,2317,evil,0,
orc,19,23,8,5,341,333,2324,evil,0,
human,10,8,8,21,221,101,317,neutral,0,151.0
wingedrat,18,18,16,11,141,216,1047,evil,1,
human,13,12,17,20,215,94,291,neutral,0,142.0
human,10,13,11,19,211,98,308,neutral,0,142.0
halfling,8,7,7,15,139,112,181,good,0,
lizard,14,18,0,14,212,132,811,evil,0,
wingedrat,17,12,12,11,148,169,845,evil,1,
human,15,6,13,14,230,96,323,neutral,0,123.0
orc,23,14,5,12,319,343,2247,evil,0,
lizard,16,10,5,13,227,143,892,evil,0,
halfling,9,13,17,11,88,112,156,good,0,
human,14,12,16,26,197,103,299,neutral,0,154.0
halfling,14,9,17,15,134,120,187,good,0,
halfling,16,9,13,15,121,134,194,good,0,
human,17,7,10,17,236,103,341,neutral,0,134.0
halfling,15,10,11,9,119,102,161,good,0,
human,16,17,14,14,225,96,313,neutral,0,127.0
lizard,22,15,-4,16,220,130,841,evil,0,
